0.64104,0.034414
0.064291,0.19179
0.5104,0.22016
0.36043,0.90496
0.50125,0.85609
0.067678,0.48935
0.98202,0.13636
0.33248,0.47024
0.89311,0.88145
0.45021,0.018976
0.65313,0.47217
0.16966,0.31226
0.8455,0.064129
0.70691,0.92007
0.13024,0.35619
0.46282,0.26538
0.92546,0.25127
0.1566,0.62499
0.69696,0.25155
0.34486,0.75163
0.4659,0.96313
0.64125,0.71078
0.67555,0.14675
0.88214,0.55113
0.063842,0.889
0.1948,0.12681
0.40041,0.72515
0.69314,0.53737
0.83883,0.7495
0.49183,0.90445
0.85367,0.92038
0.66298,0.25918
0.33539,0.2023
0.15425,0.83043
0.38823,0.16422
0.65556,0.85314
0.37039,0.58945
0.91517,0.023297
0.99911,0.24173
0.41507,0.10415
0.94884,0.076379
0.13746,0.16631
0.86616,0.24548
0.059371,0.078701
0.16351,0.40655
0.66764,0.80819
0.090484,0.27278
0.87708,0.75715
0.33787,0.61224
0.45965,0.7689
0.7029,0.60919
0.39781,0.080326
0.90713,0.43622
0.19185,0.36552
0.70084,0.020545
0.097974,0.9905
0.3714,0.69802
0.056477,0.37159
0.20001,0.23171
0.044637,0.63518
0.44282,0.76712
0.019117,0.26786
0.0060979,0.090068
0.10247,0.66971
0.83924,0.4023
0.12121,0.92038
0.37991,0.90529
0.65798,0.93365
0.34767,0.14927
0.015496,0.023803
0.97541,0.077315
0.89791,0.56094
0.14734,0.96123
0.37267,0.43262
0.66194,0.5741
0.68423,0.48278
0.17629,0.38167
0.35151,0.43749
0.50515,0.61857
0.16767,0.4568
0.85616,0.77106
0.88967,0.13734
0.5002,0.35459
0.67286,0.68151
0.1572,0.27381
0.70679,0.67704
0.11689,0.49572
0.040835,0.55276
0.40394,0.87009
0.90918,0.66724
0.86081,0.31574
0.66786,0.34088
0.69705,0.34816
0.44768,0.24229
0.10552,0.27035
0.47818,0.16396
0.39671,0.92701
0.89429,0.35426
0.067775,0.77027
0.1417,0.099583
0.87008,0.9927
0.21016,0.089714
0.50287,0.73186
0.38549,0.78944
0.3732,0.3198
0.96275,0.24841
0.32764,0.27422
0.14083,0.58278
0.87158,0.87455
0.45731,0.62312
0.83848,0.2327
0.1253,0.76644
0.45533,0.69693
0.034684,0.019283
0.94851,0.016994
0.11122,0.8023
0.060596,0.2528
0.70615,0.84443
0.88098,0.26924
0.02888,0.40586
0.0926,0.90787
0.3561,0.808
0.84008,0.82412
0.099803,0.33677
0.5184,0.35056
0.68965,0.29401
0.35052,0.66146
0.11954,0.70301
0.69416,0.79475
0.1655,0.72038
0.38456,0.97486
0.67768,0.021999
0.20638,0.16337
0.11904,0.99216
0.84075,0.53288
0.70551,0.21115
0.6566,0.63161
0.65328,0.10525
0.37802,0.48157
0.49468,0.27859
0.39019,0.42037
0.078145,0.91031
0.17861,0.55195
0.46979,0.71308
0.023992,0.33568
0.37805,0.54059
0.97534,0.19628
0.053098,0.023297
0.8398,0.16059
0.43267,0.82401
0.43959,0.88566
0.47418,0.89581
0.94397,0.24983
0.36145,0.47914
0.86992,0.077374
0.90642,0.78476
0.38575,0.72006
0.89825,0.63093
0.34341,0.27196
0.12937,0.65905
0.9148,0.083057
0.89209,0.76257
0.85302,0.19961
0.68343,0.58091
0.65304,0.35428
0.41317,0.93435
0.9317,0.082866
0.89152,0.44928
0.17126,0.034472
0.86987,0.44113
0.17016,0.59304
0.90802,0.50416
0.38887,0.85277
0.70676,0.28673
0.33793,0.80755
0.68687,0.079033
0.83857,0.66042
0.64038,0.65254
0.058064,0.55036
0.14344,0.50891
0.37407,0.25597
0.43443,0.0037474
0.074673,0.64771
0.49476,0.66625
0.20058,0.018595
0.9358,0.13922
0.046425,0.1763
0.16981,0.65122
0.16114,0.19482
0.94684,0.19463
0.66845,0.08539
0.68205,0.87598
0.0527,0.48315
0.9895,0.069972
0.99775,0.020783
0.15737,0.77227
0.47744,0.077847
0.48817,0.73092
0.37882,0.64344
0.87109,0.64268
0.47053,0.62413
0.34839,0.86784
0.70579,0.15069
0.47894,0.2384
0.12107,0.2673
0.32412,0.65231
0.39264,0.34562
0.85583,0.62988
0.69444,0.87885
0.36845,0.069857
0.40039,0.99469
0.85398,0.99125
0.030172,0.20563
0.32827,0.73255
0.45513,0.98974
0.70505,0.99115
