0.88246,0.87286,3
0.93703,0.67255,3
0.84132,0.94724,3
0.87052,0.85615,3
0.86318,0.84147,3
0.88389,0.80967,3
0.85279,0.82547,3
0.89834,0.75902,3
0.85341,0.88684,3
0.91641,0.7908,3
0.89552,0.7671,3
0.87688,0.93584,3
0.86991,0.8457,3
0.83904,0.85912,3
0.90582,0.81268,3
0.88357,0.77876,3
0.8946,0.73971,3
0.84904,0.86873,3
0.88149,0.84212,3
0.92079,0.73295,3
0.94522,0.65115,3
0.91133,0.82873,3
0.9062,0.76697,3
0.91948,0.76658,3
0.87472,0.89823,3
0.9322,0.76711,3
0.86076,0.89626,3
0.87842,0.85788,3
0.87808,0.8304,3
0.88545,0.81719,3
0.92132,0.74685,3
0.90826,0.76278,3
0.81158,0.87607,3
0.85148,0.88229,3
0.8859,0.82784,3
0.90611,0.79637,3
0.97192,0.65478,3
0.93413,0.72942,3
0.82888,0.94726,3
0.91934,0.69272,3
0.86326,0.86288,3
0.90093,0.80465,3
0.88958,0.80993,3
0.95851,0.73344,3
0.94981,0.64784,3
0.92568,0.76352,3
0.90297,0.86418,3
0.92206,0.69831,3
0.91695,0.76805,3
0.93184,0.75042,3
0.8763,0.74697,3
0.86649,0.77854,3
0.86512,0.79205,3
0.89511,0.82667,3
0.86721,0.87048,3
0.91413,0.77228,3
0.8931,0.76902,3
0.91877,0.77145,3
0.90505,0.77251,3
0.88387,0.80565,3
0.91016,0.76804,3
0.90846,0.76744,3
0.8528,0.87033,3
0.90231,0.85666,3
0.90663,0.69193,3
0.89842,0.82416,3
0.90566,0.78267,3
0.90695,0.73075,3
0.93251,0.69017,3
0.86267,0.85709,3
0.85979,0.92789,3
0.92411,0.73797,3
0.93146,0.70092,3
0.8789,0.85942,3
0.91592,0.78306,3
0.86544,0.90699,3
0.90471,0.83452,3
0.92053,0.78196,3
0.89204,0.8123,3
0.89269,0.90534,3
0.84309,0.89339,3
0.88322,0.78282,3
0.93233,0.79205,3
0.90122,0.8742,3
0.88724,0.76724,3
0.82799,0.92806,3
0.94451,0.72498,3
0.89171,0.83672,3
0.90518,0.77069,3
0.92332,0.71624,3
0.85872,0.88585,3
0.85931,0.96209,3
0.8288,0.91192,3
0.88357,0.86823,3
0.92322,0.72251,3
0.87896,0.80608,3
0.87253,0.86079,3
0.93073,0.76339,3
0.88311,0.84438,3
0.88838,0.80524,3
0.97338,0.62988,3
0.89991,0.73765,3
0.93751,0.7298,3
0.84372,0.88828,3
0.88718,0.84782,3
0.90388,0.73818,3
0.88513,0.87547,3
0.85417,0.87671,3
0.90775,0.75119,3
0.90794,0.80374,3
0.95512,0.6715,3
0.8711,0.86068,3
0.89573,0.70045,3
0.84506,0.82405,3
0.91002,0.77749,3
0.91314,0.72751,3
0.91479,0.83201,3
0.95084,0.63093,3
0.90738,0.77364,3
0.8943,0.79473,3
0.89108,0.8773,3
0.8749,0.85224,3
0.83824,0.90928,3
0.95722,0.75484,3
0.90423,0.74457,3
0.90746,0.70295,3
0.95286,0.74827,3
0.85417,0.94612,3
0.85838,0.87339,3
0.93036,0.77519,3
0.87465,0.80977,3
0.89137,0.78037,3
0.95246,0.65949,3
0.87096,0.8411,3
0.93656,0.72618,3
0.90904,0.78232,3
0.88503,0.78356,3
0.91267,0.79294,3
